repo_owner,repo_project,log_files,log_watch,size_bubble,primary_language,language_entropy
hawksley,eleVR-Web-Player,3.258096538021482,5.111987788356544,55.6,JavaScript,0.2779789341780608
substance,substance,6.338594078203183,7.305860032684009,71.5,JavaScript,0.3484571010350308
lxcid,LXReorderableCollectionViewFlowLayout,4.3694478524670215,5.236441962829949,46.1,Objective-C,0.1033990482868543
codecentric,spring-boot-admin,5.726847747587197,5.808142489980444,76.2,Java,0.9380021766834442
twigphp,Twig,6.447305862541213,5.4680601411351315,58.7,PHP,0.0240392508710623
venmo,Static,3.6375861597263857,5.241747015059643,75.2,Swift,0.0966209784782932
azkaban,azkaban,6.646390514847729,5.231108616854587,71.5,Java,0.3830419499799539
rockerhieu,emojicon,7.488852955733459,6.068425588244111,76.2,Java,0.0
ankane,chartkick,2.8903717578961645,5.69035945432406,42.1,Ruby,0.2765638376243811
stubbornella,oocss,5.117993812416755,5.768320995793772,58.5,JavaScript,0.2803850040059517
erusev,parsedown,4.74493212836325,6.340359303727752,30.6,PHP,0.5542472238302572
wequick,Small,5.918893854273146,7.353081920515432,65.2,Java,1.1067356598895115
traex,RippleEffect,3.8066624897703196,6.439350371100098,47.3,Java,0.0
Synzvato,decentraleyes,5.53338948872752,5.886104031450156,81.7,JavaScript,0.6431855851718427
kragniz,json-sempai,2.4849066497880004,6.966967138613983,40.4,Python,0.0
Glavin001,atom-beautify,6.089044875446846,5.429345628954441,63.8,CoffeeScript,0.4147294361089093
Haneke,HanekeSwift,4.343805421853684,6.61472560020376,52.7,Swift,0.03561549456393
jamesrwhite,minicron,4.653960350157523,5.1647859739235145,69.6,Ruby,1.361442309574221
phpbrew,phpbrew,5.948034989180646,6.035481432524756,93.8,Makefile,1.368990553606144
supercollider,supercollider,8.770904744296866,5.69035945432406,85.7,C++,0.391521791023172
davidhalter,jedi-vim,3.295836866004329,5.645446897643238,34.1,Python,0.7368021901790565
flynn,flynn,7.938802248154481,6.0867747269123065,89.3,Go,0.5674276717951464
tangxuehua,enode,5.683579767338681,5.247024072160486,65.0,C#,0.0200736120029993
aksonov,react-native-router-flux,4.477336814478207,7.114769448366463,38.4,JavaScript,0.0
robertkrimen,otto,4.9344739331306915,5.877735781779639,64.2,Go,0.1204856644547665
vikmeup,SCLAlertView-Swift,4.718498871295094,6.1675164908883415,86.9,Swift,0.6760120994442295
typekit,webfontloader,4.7535901911063645,6.349138991379798,69.1,JavaScript,0.8071302222182117
acdlite,redux-actions,2.8903717578961645,6.715383386334681,51.0,JavaScript,0.0
eggswift,pull-to-refresh,4.477336814478207,5.288267030694535,83.6,Swift,0.0726613823757569
dodola,RocooFix,4.770684624465665,5.703782474656201,64.5,Java,0.4629010947248382
jbush001,NyuziProcessor,6.505784060128229,5.545177444479562,71.5,C,1.290369681319644
jtangelder,sass-loader,4.23410650459726,5.739792912179234,67.0,HTML,0.7596386388085982
christopherthielen,ui-router-extras,4.0943445622221,5.111987788356544,68.1,JavaScript,0.0
jeromeetienne,jquery-qrcode,2.4849066497880004,5.945420608606575,39.3,JavaScript,0.5177883980204915
MostafaGazar,CustomShapeImageView,4.276666119016055,5.799092654460526,52.8,Java,0.0
google,gumbo-parser,4.532599493153256,5.541263545158426,70.7,HTML,0.4844899485695327
v2ray,v2ray-core,5.720311776607412,6.335054251498059,68.8,Go,0.1388794058481054
cucumber,cucumber-js,5.278114659230517,5.659482215759621,66.9,TypeScript,0.5741168583326139
Netflix,atlas,6.4457198193855785,5.159055299214529,76.2,Scala,0.0993877514620324
silentrob,superscript,4.564348191467836,5.0689042022202315,52.2,JavaScript,0.1434527641531417
lucadegasperi,oauth2-server-laravel,4.442651256490317,5.998936561946683,52.3,PHP,0.0441971385676435
untangled-web,untangled,3.7612001156935624,5.231108616854587,49.3,Clojure,0.5507697098336155
Squirrel,Squirrel.Windows,5.780743515792329,6.20455776256869,100.0,C++,0.7705353791213865
Yalantis,Context-Menu.iOS,4.23410650459726,5.3612921657094255,76.8,Objective-C,0.1123736959462588
skidding,cosmos,4.007333185232471,5.966146739123692,50.2,JavaScript,0.6688158787823
tabulapdf,tabula,4.430816798843313,5.476463551931511,54.1,CSS,1.1416278792813486
zloirock,core-js,7.491087593534876,6.39024066706535,75.4,JavaScript,0.0047236292087158
k9mail,k-9,7.313886831633462,5.802118375377063,80.8,Java,0.700568180804713
airblade,paper_trail,5.181783550292085,5.796057750765372,61.3,Ruby,0.0511125316710992
oblador,react-native-lightbox,3.828641396489095,5.560681631015528,34.1,JavaScript,0.9519235797967556
expressjs,multer,3.6109179126442243,6.444131256700441,46.8,JavaScript,0.0
django-extensions,django-extensions,5.429345628954441,5.308267697401205,65.2,Python,0.2256932260116685
flightjs,flight,3.7612001156935624,5.318119993844216,59.5,JavaScript,0.1378328436340765
osmdroid,osmdroid,5.998936561946683,5.1647859739235145,71.3,Java,0.080630330232614
irazasyed,jwt-auth-guard,2.8903717578961645,5.214935757608986,41.5,PHP,0.0
giampaolo,psutil,4.787491742782046,6.023447592961033,68.7,Python,0.7196841515109204
iron-meteor,iron-router,4.727387818712341,5.1647859739235145,59.0,JavaScript,0.1108196234813152
ElbbbirdStudio,ESSocialSDK,4.770684624465665,5.198497031265826,65.5,Java,0.0
typicode,hotel,3.912023005428146,8.159660737063376,46.4,JavaScript,0.806119000068442
twbs,bootlint,5.3612921657094255,5.459585514144159,70.4,JavaScript,0.0116852908834547
glyptodon,guacamole-server,5.926926025970411,5.062595033026967,72.4,C,0.2871164421232239
marcgibbons,django-rest-swagger,4.74493212836325,5.420534999272286,60.8,Python,0.3676052555652717
jlord,git-it,4.844187086458591,5.476463551931511,57.8,HTML,0.2725932258846464
nickoneill,Pantry,3.4965075614664802,5.4680601411351315,60.8,Swift,0.0765625743383414
bshaffer,oauth2-server-php,4.812184355372417,5.459585514144159,56.5,PHP,0.0
bobziuchkovski,writ,2.9444389791664403,5.365976015021851,51.5,Go,0.0
bevacqua,react-dragula,3.258096538021482,5.087596335232384,64.3,JavaScript,0.0192427622723691
thoughtbot,administrate,5.8805329864007,6.3784261836515865,58.8,Ruby,0.6618410781704334
giltene,wrk2,5.476463551931511,5.497168225293202,64.9,C,0.1641960432145579
kattrali,cocoapods-xcode-plugin,3.6888794541139363,5.811140992976701,53.3,Objective-C,0.0090355568248306
crate,crate,7.589841512182657,5.267858159063328,84.0,Java,0.0306342434277508
Yalantis,Koloda,4.787491742782046,6.440946540632921,96.5,Swift,0.1006744598937535
samhann,Every.swift,3.367295829986474,5.420534999272286,37.2,Swift,0.2072422378075723
cartalyst,sentinel,4.727387818712341,5.337538079701318,62.9,PHP,0.0
KittenYang,KYGooeyMenu,3.828641396489095,5.3471075307174685,26.9,Objective-C,0.3823840914917843
rohitghatol,spring-boot-microservices,5.198497031265826,5.318119993844216,61.5,Java,0.6715399120230312
HeinrichReimer,material-intro,4.77912349311153,6.0844994130751715,69.9,Java,0.0
y123456yz,reading-code-of-nginx-1.9.2,7.3537223303996315,6.46302945692067,88.1,C,0.4762041550721523
SFantasy,WeiboReactNative,3.8501476017100584,5.429345628954441,47.0,JavaScript,0.3871454696279289
jmdugan,blocklists,2.9444389791664403,6.748759547491679,60.0,DIGITAL Command Language,0.4733670562167813
clauderic,react-infinite-calendar,3.912023005428146,5.66988092298052,41.5,JavaScript,0.6122842995035574
kexanie,MathView,6.502790045915623,5.6937321388027,60.9,Java,0.0917229616582056
Microsoft,Pyjion,4.499809670330265,6.570882962339584,60.7,C++,0.1469711449467967
roo-rb,roo,5.159055299214529,5.337538079701318,66.5,Ruby,0.0
symentis,Palau,3.295836866004329,5.924255797414532,49.5,Swift,0.186907408405178
card-io,card.io-iOS-SDK,3.7612001156935624,5.7430031878094825,51.5,Objective-C,0.5070300560481534
Alex-D,Trumbowyg,4.6443908991413725,5.198497031265826,57.9,JavaScript,0.4328811110031923
SeleniumHQ,selenium,8.589513852995864,7.186144304522325,100.0,Java,1.8938193524021527
silviomoreto,bootstrap-select,5.293304824724492,6.461468176353717,51.1,JavaScript,0.7111279476508893
richardkall,react-starter,3.4965075614664802,5.556828061699537,41.4,JavaScript,0.1581177319014375
spf13,cobra,3.4339872044851463,6.561030665896573,48.4,Go,0.016280976178841
3Dparallax,insight,4.3694478524670215,6.464588303689961,57.8,JavaScript,0.072623566566764
greenplum-db,gpdb,8.808581387699085,5.676753802268282,100.0,C,1.2657759683936491
IgnaceMaes,MaterialSkin,3.784189633918261,5.204006687076795,55.1,C#,0.0
hongyangAndroid,Android_Blog_Demos,5.3230099791384085,5.564520407322694,71.1,Java,0.0564614458647065
cucumber,cucumber,3.367295829986474,5.356586274672012,42.9,Java,2.3542636568042243
Yalantis,Side-Menu.iOS,4.143134726391533,5.645446897643238,45.6,Swift,0.2293048363793909
jdg,MBProgressHUD,4.04305126783455,7.477604243197589,65.5,Objective-C,0.1281684489164047
rabbitmq,rabbitmq-tutorials,5.905361848054571,5.342334251964811,59.4,Java,2.7934127737022143
MovingBlocks,Terasology,7.8898337513942955,5.730099782973574,90.3,Java,0.122784341660957
OfficeDev,PnP,8.808581387699085,5.153291594497779,91.4,C#,1.1224618288437744
marten-de-vries,kneden,4.962844630259907,5.924255797414532,52.0,JavaScript,0.0
guzzle,guzzle,4.51085950651685,6.844815479208263,65.6,PHP,0.1306001137714319
systemd,systemd,7.660585461703256,6.063785208687608,88.7,C,0.493622484319531
yukiasai,Gecco,3.2188758248682006,7.13966033596492,57.7,Swift,0.0971471957034018
josephspurrier,gowebapp,4.394449154672439,5.313205979041787,48.7,Go,0.9404093690206724
jaredrummler,Material-Spinner,4.007333185232471,5.272999558563747,55.7,Java,0.0
JoeDog,siege,4.795790545596741,5.5134287461649825,59.3,C,1.1217649695164489
Yelp,paasta,5.8888779583328805,5.288267030694535,75.4,Python,0.1495384972062846
node-red,node-red,5.998936561946683,6.467698726104354,72.7,JavaScript,0.0150006850534344
CoderJackyHuang,HYBImageCliped,4.941642422609304,5.659482215759621,77.7,Objective-C,0.0213637119204568
arunoda,meteor-up,3.4657359027997265,6.20455776256869,31.3,JavaScript,0.6168488012952744
atom,atom,6.573680166960646,8.329103028159418,77.7,JavaScript,0.4376970017155643
SandroMachado,openalpr-android,4.867534450455582,5.529429087511423,51.2,Java,0.0
GoogleChrome,custom-tabs-client,4.700480365792417,5.241747015059643,66.8,Java,0.0
merencia,node-cron,3.871201010907891,5.3471075307174685,48.7,JavaScript,0.0
mikeric,rivets,5.0238805208462765,5.337538079701318,72.5,JavaScript,0.6451269492496841
wenzhixin,bootstrap-table,6.22455842927536,6.8966943316227125,60.0,JavaScript,1.2083660886910894
errbotio,errbot,5.583496308781699,5.2832037287379885,73.7,Python,0.071021608103334
docker,engine-api,5.393627546352362,5.176149732573829,36.2,Go,0.0073392556724222
androguard,androguard,6.021023349349527,5.2832037287379885,72.2,Python,0.3148982539182161
RichardKnop,machinery,5.204006687076795,5.337538079701318,56.5,Go,0.0791690137815921
akalongman,php-telegram-bot,4.919980925828125,5.5053315359323625,62.1,PHP,0.0
epochjs,epoch,4.3694478524670215,5.3471075307174685,59.5,HTML,1.3206096408104513
tj,git-extras,5.552959584921617,7.198183577101943,62.6,Shell,0.2527577582888216
facebook,presto,8.228977643358313,5.863631175598097,83.9,Java,0.0612279375888274
yiisoft,yii,8.15507488781144,5.123963979403259,86.0,PHP,0.0857609519925479
koekeishiya,kwm,4.2626798770413155,6.829793737512425,55.6,C++,0.4941259868622741
binux,pyspider,5.147494476813453,6.892641641172089,82.8,Python,0.5790656978620177
Yalantis,DisplaySwitcher,5.0689042022202315,6.805722553416985,77.5,Swift,0.1932585873146135
future-architect,vuls,4.2626798770413155,7.469654172932128,68.8,Go,0.0382448994465084
contra,react-responsive,3.4965075614664802,5.41610040220442,69.4,JavaScript,0.0
square,javapoet,3.8066624897703196,6.222576268071369,60.4,Java,0.0
una,CSSgram,5.765191102784844,6.133398042996649,89.2,HTML,0.7404095188397124
insidegui,WWDC,5.298317366548036,6.2285110035911835,70.0,Swift,0.2136401443587561
Flipboard,bottomsheet,4.343805421853684,6.375024819828097,63.9,Java,0.0
HunterLarco,voxel.css,5.262690188904886,8.12415060330663,78.6,CSS,0.9946830793207466
apple,swift-corelibs-foundation,6.376726947898627,6.129050210060545,82.6,Swift,1.0828738200815065
fat,zoom.js,2.5649493574615367,5.68697535633982,76.6,JavaScript,0.715869425072769
aschuch,AwesomeCache,3.332204510175204,5.318119993844216,41.9,Swift,0.2811293028336912
shadowsocks,shadowsocks-gui,3.58351893845611,5.5093883366279774,38.0,CoffeeScript,0.565977228603602
rmarquis,pacaur,3.1354942159291497,5.0689042022202315,60.4,Shell,0.0819251559665092
miguel-perez,smoothState.js,4.0943445622221,6.478509642208569,49.8,CSS,0.809063238606007
mattt,Surge,3.713572066704308,6.588926477533519,24.3,Swift,0.0412420330318235
torrentsTime,embed,2.302585092994046,5.733341276897746,34.7,JavaScript,0.0
lloiser,go-debug,3.1780538303479458,5.823045895483019,47.1,JavaScript,0.1930061145527982
Mashape,unirest-java,3.7612001156935624,5.099866427824199,45.5,Java,0.0234538576253716
hootlex,laravel-moderation,2.833213344056216,5.214935757608986,51.9,PHP,0.0
facebook,iTorch,3.713572066704308,5.3230099791384085,37.4,Jupyter Notebook,0.1405136638622648
junegunn,redis-stat,3.6635616461296463,5.075173815233827,75.3,Ruby,1.1194704001807878
ecomfe,echarts,6.436150368369428,8.026823576217629,83.0,JavaScript,0.664294743625011
rfjakob,gocryptfs,4.852030263919617,5.4510384535657,49.9,Go,0.289564213358768
arimorty,floatingsearchview,5.003946305945459,5.5093883366279774,82.7,Java,0.0192638098327503
paicha,gxgk-wechat-server,4.31748811353631,5.10594547390058,63.7,Python,0.4560214562149904
minio,minio,5.996452088619021,6.86484777797086,67.4,Go,0.0568382467694018
fvbock,endless,2.70805020110221,5.568344503761097,42.9,Go,0.0598981856338633
zzz40500,android-shapeLoadingView,4.0943445622221,5.342334251964811,35.5,Java,0.0
alexanderGugel,ied,3.9512437185814275,6.925595197110468,54.9,JavaScript,0.0789436165834764
CaMnter,EasyLikeArea,4.110873864173311,5.332718793265369,84.5,Java,0.0
wdullaer,MaterialDateTimePicker,5.1298987149230735,6.0330862217988015,64.9,Java,0.0
icanzilb,JSONModel,5.517452896464707,6.732210706467206,51.3,Objective-C,0.0145918083110619
hanks-zyh,SmallBang,3.784189633918261,5.641907070938114,32.8,Java,0.0
Semantic-Org,Semantic-UI,6.51471269087253,8.329103028159418,71.9,JavaScript,0.6923378487632776
bosun-monitor,bosun,7.632885505395133,5.71042701737487,78.8,Go,0.6483142211901622
NielsMasdorp,Speculum-Android,4.897839799950911,5.579729825986222,60.2,Java,0.0
arangodb,arangodb,8.808581387699085,6.19644412779452,100.0,C++,0.9137272098783304
fjserna,CVE-2015-7547,1.791759469228055,6.2166061010848646,39.9,Python,0.5455150605830714
navasmdc,MaterialDesignLibrary,4.812184355372417,6.966967138613983,46.6,Java,0.860083989848659
thinkgem,jeesite,8.446341450444287,6.7357800142423265,87.5,JavaScript,1.0789110282298824
jadejs,jade,6.742880635791903,5.488937726156687,95.2,JavaScript,0.604643669847778
jumpserver,jumpserver,5.929589143389895,5.6937321388027,73.6,Python,0.4052239801895254
devbridge,Styleguide,4.189654742026425,7.0925737159746784,41.1,JavaScript,0.880720724174358
yasp-dota,yasp,5.730099782973574,5.117993812416755,68.3,JavaScript,0.7653087930726293
nostra13,Android-Universal-Image-Loader,5.017279836814924,7.602401335665818,55.7,Java,0.0
adrai,flowchart.js,3.58351893845611,6.53813982376767,44.4,JavaScript,0.2976531031516196
major,MySQLTuner-perl,3.2188758248682006,5.84354441703136,15.8,Perl,0.4643276930630031
cmrunton,tls-dashboard,2.70805020110221,5.056245805348308,46.0,JavaScript,0.9267507760631724
stylus,stylus,6.925595197110468,6.502790045915623,68.1,JavaScript,1.0137699780936709
esdoc,esdoc,5.605802066295998,5.545177444479562,81.0,JavaScript,0.0
socketio,socket.io-client,3.258096538021482,5.736572297479192,46.5,TypeScript,0.2001718374847125
dgibbs64,linuxgsm,5.5093883366279774,5.3612921657094255,91.5,Shell,0.1103197171807816
paularmstrong,swig,5.117993812416755,5.680172609017068,54.4,JavaScript,0.2661976359169235
AndroidKnife,RxBus,4.330733340286331,5.568344503761097,54.3,Java,0.0
clips,pattern,6.113682179832232,6.47543271670409,97.6,Python,0.3855480641548126
marmelroy,Interpolate,3.828641396489095,6.838405200847344,75.1,Swift,0.5005070069193018
gophergala2016,gophernotes,5.0238805208462765,5.564520407322694,61.9,Go,0.0
tsuru,tsuru,7.3343293503005365,5.37989735354046,75.7,Go,0.0236640656599566
JZXiang,TimePickerDialog,4.290459441148391,5.497168225293202,90.9,Java,0.0
elasticquent,Elasticquent,3.367295829986474,5.181783550292085,56.2,PHP,0.0
jkbrzt,httpie,4.290459441148391,7.9483852851118995,57.2,Python,0.2055335952107496
szk-atmosphere,URLEmbeddedView,4.997212273764115,5.641907070938114,92.7,Swift,0.2263346340836051
alibaba,f2etest,6.956545443151569,6.169610732491456,100.0,JavaScript,1.1211597522171584
square,phrase,2.995732273553991,5.631211781821365,21.9,Java,0.0
box,spout,5.407171771460119,5.075173815233827,67.2,PHP,0.0
auth0,express-jwt,2.4849066497880004,5.717027701406222,35.5,TypeScript,0.2122514271114881
openwhisk,openwhisk,6.364750756851911,5.783825182329737,73.1,Scala,0.4611608921841265
sindresorhus,ava,5.298317366548036,7.894318063841624,70.8,JavaScript,0.0
qfish,XAlign,3.871201010907891,5.717027701406222,61.1,Objective-C,0.0
kubatru,SFDraggableDialogView,3.5553480614894135,5.19295685089021,39.0,Objective-C,0.0915037149009877
mapsplugin,cordova-plugin-googlemaps,4.290459441148391,5.056245805348308,52.6,JavaScript,1.1031174177461136
Serhioromano,bootstrap-calendar,4.543294782270004,5.6937321388027,51.3,JavaScript,0.8289815388122027
ariya,phantomjs,6.459904454377535,7.650168700845001,68.9,C++,1.2940101842457823
soumith,convnet-benchmarks,4.859812404361672,6.214608098422191,67.2,Python,1.1046715036893051
koenbok,Framer,7.273786317844895,6.035481432524756,100.0,JavaScript,0.9419196851630912
GoogleChrome,lighthouse,6.059123195581797,7.00397413672268,92.4,JavaScript,0.2466914393749164
bevacqua,shots,2.4849066497880004,6.523562306149512,100.0,JavaScript,0.0
Selz,plyr,4.02535169073515,8.230843564198235,56.7,JavaScript,0.5421128129893342
laracasts,PHP-Vars-To-Js-Transformer,2.5649493574615367,5.1647859739235145,34.6,PHP,0.0
ReactiveX,RxPHP,5.958424693029782,5.648974238161206,60.6,PHP,0.0
sciactive,pnotify,4.736198448394496,5.3230099791384085,69.3,HTML,1.287695988265206
ghcjs,ghcjs,7.385230923066573,5.147494476813453,69.3,Haskell,1.1971387943949767
mwaskom,seaborn,4.812184355372417,5.966146739123692,68.5,Python,0.0021211505679907
nolimits4web,Swiper,4.574710978503383,7.4413203897176174,52.3,JavaScript,0.2811908522332973
foreverjs,forever,3.5553480614894135,6.859614903654202,40.3,JavaScript,0.0759433250576789
dmilicic,android-clean-sample-app,5.0238805208462765,5.488937726156687,55.8,Java,0.0
soulmachine,leetcode,3.828641396489095,6.576469569048224,32.9,TeX,0.0
danielcardoso,load-awesome,5.14166355650266,5.081404364984463,71.5,CSS,0.0
TooTallNate,Java-WebSocket,4.653960350157523,5.796057750765372,58.3,Java,0.6878220950151499
feross,webtorrent,4.04305126783455,7.940939762327791,56.7,JavaScript,0.0219890538609901
pennersr,django-allauth,6.3818160174060985,5.723585101952381,67.9,Python,0.1321354680872726
tomahawk-player,tomahawk,7.368970402194793,5.429345628954441,87.6,C++,0.410773006059315
divio,django-cms,7.207118856207756,5.926926025970411,86.0,Python,0.938025682210246
rui314,8cc,4.48863636973214,5.717027701406222,54.0,C,0.2624579525415801
mizzy,serverspec,5.351858133476067,5.278114659230517,52.6,Ruby,0.0
chrisjenx,Calligraphy,4.110873864173311,6.92461239604856,68.5,Java,0.0
lyimin,EyepetizerApp,6.018593214496234,5.25227342804663,65.9,Swift,0.7362423138376486
wincent,command-t,4.564348191467836,5.267858159063328,56.9,Lua,0.0405280811739079
DeepMark,deepmark,2.772588722239781,5.484796933490655,42.5,Lua,0.2654805935281614
gnachman,iTerm2,7.728855823852543,6.787844982309579,85.5,Objective-C,0.7814393105222599
endless-sky,endless-sky,7.595889917718538,5.236441962829949,92.8,C++,0.1206995913070852
Ekhoo,Device,3.044522437723423,5.153291594497779,44.8,Swift,0.3093364071837211
gregmalcolm,python_koans,5.0689042022202315,5.438079308923196,54.9,Python,0.0355896535826594
gravitational,teleport,7.057897937411856,6.62273632394984,74.8,Go,0.6240463918098275
sagalbot,vue-select,4.143134726391533,5.43372200355424,51.6,JavaScript,1.0880684946358046
yuin,gopher-lua,4.465908118654584,5.176149732573829,62.4,Go,0.7387813655433871
google,butteraugli,1.9459101490553132,6.419994928147142,20.9,C++,0.0991176168416403
ArtSabintsev,Harpy,4.02535169073515,5.278114659230517,70.1,Objective-C,0.1579590044994482
turbolinks,turbolinks,3.9318256327243257,6.754604099487962,46.1,TypeScript,0.386362571507049
spite,ccapture.js,3.258096538021482,5.634789603169249,41.8,JavaScript,0.0179458504424053
PrideChung,FontAwesomeKit,4.8283137373023015,5.683579767338681,75.4,Objective-C,0.79337641748124
DonJayamanne,pythonVSCode,5.187385805840755,5.308267697401205,55.1,TypeScript,0.6695852684064889
EverythingMe,overscroll-decor,4.7535901911063645,5.351858133476067,55.2,Java,0.0
SublimeText-Markdown,MarkdownEditing,4.477336814478207,5.480638923341991,58.6,Python,0.063779129705815
ory-am,hydra,4.9344739331306915,6.890609120147166,63.7,Go,0.0
autumnai,collenchyma,4.30406509320417,5.081404364984463,59.6,Rust,0.0133151881276166
MicheleBertoli,css-in-js,5.147494476813453,5.84354441703136,51.0,JavaScript,0.6662466918392419
dkumor,acmewrapper,3.044522437723423,5.3981627015177525,47.6,Go,0.0046096767113268
harthur-org,brain.js,3.2188758248682006,5.081404364984463,54.8,JavaScript,0.0
matrixxun,PullToZoomInListView,3.4657359027997265,5.3981627015177525,69.7,Java,0.0
phanan,koel,5.87493073085203,7.311886164077165,71.3,PHP,1.137106995938883
onsi,ginkgo,5.3981627015177525,5.308267697401205,48.0,Go,0.0023860776674522
tudou527,marketch,2.995732273553991,6.077642243349034,40.5,JavaScript,0.0
alibaba,dubbo,7.434847875211999,7.3833681469923835,71.6,Java,0.0186266170885554
cjb,GitTorrent,2.302585092994046,5.940171252720432,47.6,JavaScript,0.0
plotly,plotly.js,7.374001859350161,6.9411900550683745,89.0,JavaScript,0.0261399879430454
webrtc,apprtc,5.049856007249537,5.356586274672012,55.6,JavaScript,1.2810023605068774
ewgRa,de_faq,3.713572066704308,5.638354669333745,47.3,Shell,0.5860543791657304
hamiltop,rethinkdb-elixir,3.871201010907891,5.075173815233827,51.4,Elixir,0.0
AlekSi,reform,3.912023005428146,5.564520407322694,47.3,Go,0.1647391225064921
etsy,statsd,4.5217885770490405,6.88653164253051,58.2,JavaScript,0.1648343005690667
LeoNatan,LNPopupController,5.659482215759621,5.4680601411351315,90.8,Objective-C,0.280317009897316
slackhq,SlackTextViewController,5.365976015021851,6.975413927455952,81.8,Objective-C,0.1029489593306066
FiloSottile,whosthere,5.3612921657094255,5.472270673671475,60.0,Go,0.0
nylas,sync-engine,6.415096959171596,5.746203190540153,71.9,Python,0.0599538641021812
ab77,netflix-proxy,4.430816798843313,5.645446897643238,62.4,Python,0.8413959590795618
shwenzhang,AndResGuard,4.727387818712341,6.652863029353347,44.7,Java,0.1958052738849391
ellson,graphviz,8.235625719964311,5.313205979041787,91.3,C,0.6870957474077353
h2oai,h2o-2,8.213652703029998,5.087596335232384,100.0,Java,1.3826418206917177
hidroh,materialistic,6.063785208687608,5.093750200806762,74.0,Java,0.2426355683913453
MatthewYork,DateTools,4.820281565605037,6.505784060128229,46.8,Objective-C,0.7032712136159139
MagicStack,uvloop,4.532599493153256,7.347943823148687,56.9,Cython,0.7242520475910367
rethinkdb,horizon,5.298317366548036,8.170751423757535,73.7,JavaScript,0.0340269621909319
gengo,grpc-gateway,4.718498871295094,5.616771097666572,55.3,Go,0.15236457041732
hashicorp,consul-template,6.71901315438526,6.073044534100405,58.7,Go,0.072667674693071
madrobby,keymaster,2.3978952727983707,5.82600010738045,36.0,JavaScript,0.6516050457272922
intel-iot-devkit,mraa,5.564520407322694,5.147494476813453,71.9,C,0.816561936143325
ideaismobile,IDMPhotoBrowser,4.30406509320417,6.0330862217988015,76.6,Objective-C,0.4123709538110338
tbranyen,diffhtml,3.9512437185814275,5.3981627015177525,57.9,JavaScript,0.2552463856776515
koreader,koreader,6.0014148779611505,5.986452005284438,79.7,Lua,0.1740225406784964
Bilibili,ijkplayer,6.498282149476434,7.8252452914317745,68.5,C,1.238319040185082
nsqio,nsq,5.25227342804663,6.7226297948554485,60.5,Go,0.736488981689417
backup,backup,5.556828061699537,5.541263545158426,69.0,Ruby,0.0323752674728796
Cleveroad,WaveInApp,4.2626798770413155,5.71042701737487,59.2,Java,0.0
tomchentw,react-google-maps,5.181783550292085,5.983936280687191,52.8,JavaScript,0.0
typicode,lowdb,3.295836866004329,6.280395838960195,38.5,JavaScript,0.0671268168065169
datarhei,restreamer,4.189654742026425,6.3818160174060985,56.4,HTML,1.0658047577437433
sappworks,sapper,3.4657359027997265,5.081404364984463,44.2,Rust,0.0
DmitryMalkovich,circular-with-floating-action-button,3.828641396489095,5.484796933490655,44.1,Java,0.0
Ramotion,navigation-stack,4.770684624465665,7.1929342212158,63.1,Swift,0.1698486085464923
madoublet,respond,7.1693500166706,5.14166355650266,90.3,PHP,1.1668511403337547
zeroclipboard,zeroclipboard,4.127134385045092,6.214608098422191,71.1,JavaScript,0.5723372121438827
race604,ZhiHuDaily-React-Native,4.812184355372417,6.618738983517219,64.6,JavaScript,0.7349653053330478
mobile-shell,mosh,5.123963979403259,6.52795791762255,64.0,C++,1.1465942089297163
spotify,scio,5.41610040220442,5.5909869805108565,63.0,Scala,0.6135503141922589
AugustRush,ARSegmentPager,4.343805421853684,5.476463551931511,53.9,Objective-C,0.0434223050790311
bartonhammond,snowflake,4.804021044733257,7.190676034332207,52.1,JavaScript,0.28755761279656
google,skia,8.244071270295786,5.5093883366279774,91.1,C++,1.0837528893749864
clibs,clib,4.969813299576001,5.683579767338681,58.7,C,0.3391507903356156
TR4Android,AppCompat-Extension-Library,5.198497031265826,5.332718793265369,64.3,Java,0.0
id-Software,DOOM-3-BFG,7.017506142941256,5.54907608489522,78.1,C++,0.3396385790471942
kylef,swiftenv,4.02535169073515,6.368187186350492,47.0,Shell,0.5651450147889568
akveo,react-native-reddit-reader,3.6109179126442243,5.170483995038151,55.8,JavaScript,0.53276342767329
expressjs,cors,2.833213344056216,5.627621113690637,50.5,JavaScript,0.0
xdtianyu,CallerInfo,5.25227342804663,5.918893854273146,69.9,Java,0.6678386758538567
2dxgujun,AndroidTagGroup,3.871201010907891,5.768320995793772,47.9,Java,0.0
kirualex,SwiftyGif,3.367295829986474,5.991464547107982,96.7,Swift,0.0821141000142091
geocoder-php,Geocoder,5.241747015059643,5.241747015059643,64.5,PHP,0.0002550368789215
apache,cordova-android,6.923628628138427,5.634789603169249,61.7,JavaScript,0.892098057295471
kylef,Mockingjay,3.5263605246161616,5.081404364984463,43.3,Swift,0.2823431674883851
jfrazelle,dockerfiles,5.37989735354046,6.684611727667927,52.5,Shell,0.9325668123173952
direnv,direnv,4.477336814478207,5.700443573390687,44.4,Go,0.9863624054734134
benoitvallon,react-native-nw-react-calculator,4.804021044733257,6.63200177739563,68.8,JavaScript,0.3888465465234911
stevemk14ebr,PolyHook,3.258096538021482,5.198497031265826,53.7,C++,0.6217746565378905
